trigram,chi-square
"('Crossover', 'junction', 'endodeoxyribonuclease')",110549712.49226591
"('junction', 'endodeoxyribonuclease', 'RuvC')",110549712.49226591
"('Bacteriophage', 'abortive', 'infection')",110203388.34518936
"('Cpl-7', 'lysozyme', 'C-terminal')",110077699.96652535
"('SWIM', 'zinc', 'finger,3D')",109870584.16341148
"('His', 'Glu', 'Gln')",109698198.15626971
"('score,4Fe-4S', 'single', 'cluster')",109151949.40045695
"('YadA-like', 'membrane', 'anchor')",108828335.01165654
"('branched-chain', 'amino', 'acids')",108399521.98153026
"('gamma', 'epsilon', 'subunits')",108061831.68369645
"('RNase', 'T-like,4Fe-4S', 'single')",107286800.42795588
"('COG0330', 'Membrane', 'protease')",107047479.16882202
"('Bacterial', 'transferase', 'hexapeptide')",106823026.64178596
"('NOG18825', 'non', 'supervised')",106670568.47758678
"('homologous', 'single-stranded', 'DNAs')",106644373.8638246
"('Terminase', 'Small', 'Subunit')",106629089.24877842
"('two', 'additional', 'enzymatic')",106474335.66298564
"('Transcription', 'termination', 'factor')",105518429.57170787
"('resulting', 'D-ribose-5-', 'phosphate')",104559829.24313886
"('Transcriptional', 'activator', 'RinB')",104332535.29963803
"('COG', 'COG0526', 'Thiol-disulfide')",104171015.46459366
"('catalyzes', 'dithiol-disulfide', 'exchange')",103600565.69549243
"('free', 'purine', 'bases')",102942231.64172395
"('Deoxyuridine', ""5'-triphosphate"", 'nucleotidohydrolase')",102723821.3566491
"('T/G', 'mismatch-specific', 'endonuclease')",102713669.72780882
"('C-acetyltransferase', 'glycine', 'radical')",102713667.58693354
"('bind', 'beta', 'sliding')",102334182.47744209
"('modified', 'base', 'found')",102018117.84219201
"('Cell', 'wall-associated', 'hydrolases')",101026890.13362285
"('Mu-like', 'prophage', 'host-nuclease')",100944882.3715837
"('COG4387', 'Mu-like', 'prophage')",100944882.3715837
"('UvrB', 'subunits', 'scans')",100442202.0552456
"('Transposase', 'IS116', 'IS110')",100412417.30728239
"('contractile', 'ring', 'structure')",100159223.22415006
"('COG1595', 'DNA-directed', 'RNA')",99634941.87647398
"('bacterial-type', 'flagellum-dependent', 'cell')",99364310.69225284
"('transports', 'large', 'folded')",98886597.7921636
"('TRAP', 'transporter', 'solute')",98675749.51572119
"('phage', 'replisome', 'organiser')",98557159.44722325
"('COG2885', 'Outer', 'membrane')",98329701.32280543
"('Histidinol-phosphate', 'aminotransferase', 'subfamily')",98145114.80755205
"('Flp', 'pilus', 'assembly')",98057347.2522563
"('transposase', 'IS116', 'IS110')",97973755.58139075
"('Low-potential', 'electron', 'donor')",97250176.35028687
"('system', 'toward', 'oxidative')",97173595.04590484
"('binding,4Fe-4S', 'single', 'cluster')",97055261.15421657
"('protein,4Fe-4S', 'single', 'cluster')",97026172.72989288
"('SPTR', 'Toxin-antitoxin', 'system')",96428025.98875922
"('prophage', 'host-nuclease', 'inhibitor')",96106053.78805704
"('Toxic', 'anion', 'resistance')",96082004.10448155
"('Ca2', '-binding', 'proteins')",95555922.66247468
"('extracytoplasmic', 'soluble', 'proteins')",95555922.66247468
"('Converts', 'cobyric', 'acid')",95386475.70549534
"('ATP', 'renatures', 'cruciform')",94608835.60635024
"('trans-aconitate', '2-methyltransferase', 'activity')",94505341.30043186
"('ADP-glyceromanno-heptose', '6-epimerase', 'activity')",94505341.29987654
"('protein-glutamate', 'methylesterase', 'activity')",94505341.29987654
"('Acetyl-CoA', 'hydrolase/transferase', 'N-terminal')",92248226.75128196
"('COG1879', 'ABC-type', 'sugar')",91942471.25879858
"('Mg-dependent', 'methyl', 'migration')",91911193.42943878
"('The', 'misacylated', 'Cys-')",91357161.23294373
"('yield', 'nucleoside', ""5'-phosphates"")",91154722.95765214
"('tRNA', 'nucleotidyltransferase', 'poly')",91125913.50833961
"('defense', 'system', 'toward')",91100244.75050858
"('release', 'factors', 'RF1')",90099427.04269446
"('cell', 'volume', 'homeostasis')",89428815.00444344
"('methylase,4Fe-4S', 'iron', 'sulfur')",89372174.91597006
"('ATPase', 'PulE', 'Tfp')",89243109.54592511
"('incoming', 'sugar', 'substrates')",89154457.9615993
"('several', 'D-cysteine', 'derivatives')",88384828.19674075
"('domain,23S', 'rRNA-intervening', 'sequence')",88242000.33830285
"('CheY-like', 'receiver', 'AAA-type')",88152493.22923957
"('reversible', 'NADPH', 'linked')",87826271.73545489
"('host', 'mucosal', 'sites')",87621699.5553952
"('two', 'successive', 'reactions')",87132310.93818396
"('antimicrobial', 'peptide', 'transport')",86930244.1216603
"('COG', 'COG0735', 'Fe2')",86766936.2928729
"('cellulose', '1,4-beta-cellobiosidase', 'activity')",86391141.49036159
"('family,4Fe-4S', 'single', 'cluster')",86281215.2201691
"('Glycoside', 'Hydrolase', 'Family')",85785609.16439952
"('COG', 'COG0745', 'Response')",85719425.72985789
"('peptide', 'across', 'membranes')",85194607.00395678
"('enzyme', 'utilizes', 'acyl-ACP')",85094909.33748525
"('COG', 'COG2826', 'Transposase')",84651377.24768804
"('Tat', 'pathway', 'signal')",83977405.20877166
"('extramembraneous', 'catalytic', 'core')",83938732.79150566
"('slow', 'GTP', 'hydrolysis')",83928267.35501297
"('corresponding', 'free', 'purine')",83640559.78617604
"('Pectate', 'lyase', 'superfamily')",83618626.98833345
"(',PFAM', 'Manganese', 'containing')",83610337.68287414
"('crossover', 'junction', 'endodeoxyribonuclease')",83580854.77774
"('ATP-independent', 'periplasmic', 'transporters')",83357291.61222899
"('COG4570', 'Holliday', 'junction')",83280702.64689441
"('bacterial', 'toxin', 'ydaT')",83160673.9816913
"('Probably', 'facilitates', 'sialidase-negative')",82937146.19481656
"('inner', 'membrane', 'component')",82660375.03830953
"('wall', 'hydrolase', 'autolysin')",82384093.84171538
"('proteins', 'bind', 'initially')",81905075.71873577
"('Unfolded', 'proteins', 'bind')",81905075.71873577
"('DEAD-like', 'helicases', ""superfamily,5'-3"")",81897629.83952902
"('SMART', 'Glycoside', 'hydrolase')",81116741.77345636
"('murein', 'hydrolase', 'LrgA')",81114861.92573959
"('NOG36366', 'non', 'supervised')",80514732.76694524
"('pyrophosphohydrolases', 'including', 'oxidative')",80322948.34922366
"('Type', 'II/IV', 'secretion')",80309523.5164617
"('The', 'scissile', 'phosphodiester')",80020858.94826075
"('transferring', 'glycosyl', 'groups')",79703164.58324288
"('pur', 'operon', 'repressor')",79572089.77504547
"('degradative', 'operon', 'repressor')",79572089.77504547
"('Deoxyribose', 'operon', 'repressor')",79572089.77504547
"('Adenylosuccinate', 'lyase', 'subfamily')",79497541.2963234
"('family,4Fe-4S', 'iron', 'sulfur')",79443810.7040085
"('Glycosyl', 'hydrolase', '108')",79304837.38638645
"('long', 'chain', 'saturated')",79210828.32644053
"('hydrophobic', 'signal', 'sequence')",78347935.57868746
"('two', 'additional', 'distinct')",78230300.38215698
"('COG', 'COG0508', 'Pyruvate')",78090243.25849685
"('COG', 'COG3049', 'Penicillin')",78090243.25849685
"('COG', 'COG0265', 'Trypsin-like')",78090242.46676965
"('COG3279', 'Response', 'regulator')",78060324.71857367
"('Probably', 'stimulates', 'Z-ring')",77910650.50370267
"('PFAM', 'CMP', 'dCMP')",77159102.85604285
"('Plasmid', 'maintenance', 'system')",76779122.30483475
"('complex', 'containing', 'Smc')",76744390.59427953
"('condensin-like', 'complex', 'containing')",76744390.59427953
"(',COG', 'NOG34759', 'non')",76667889.21657692
"('Von', 'Willebrand', 'factor')",75920992.44832069
"('alpha-1,4-glucan', 'chains', 'using')",75506792.13886209
"('Binding-protein-dependent', 'transport', 'system')",75347270.90094079
"('dna-directed', 'rna', 'polymerase')",75338881.15342912
"('COG', 'COG5546', 'Small')",75192482.93061541
"('dCMP', 'deaminase', 'zinc-binding')",74745931.94381736
"(""3'-terminal"", 'unsaturated', 'sugar')",74407688.6823924
"('Calcium-translocating', 'P-type', 'ATPase')",74372384.3342822
"('polymerase', 'exhibits', ""5'-3"")",74298821.92240947
"('Leucine', 'Rich', 'repeats')",73880741.81971483
"('domain,4Fe-4S', 'single', 'cluster')",72839493.35977213
"('phage', 'phi-C31', 'gp36')",72744163.11864743
"('thus', 'repressing', 'translation')",72716607.91713935
"('deoxyhypusine', 'monooxygenase', 'activity')",72696414.09854442
"('catalyzes', 'slow', 'GTP')",72378475.23383789
"('ABC-type', 'branched-chain', 'amino')",72228002.66245466
"('serine', 'protease', 'XkdF')",72216077.87001613
"('Succinyl-CoA', 'synthetase', 'functions')",72169867.44028658
"('bacterial-type', 'flagellum', 'assembly')",71899566.72997162
"('binding-protein-dependent', 'transport', 'systems')",71759892.84095763
"('NADPH-dependent', 'FMN', 'reductase')",71708203.62500863
"('nucleic', 'acid', 'binding')",71509339.77497336
"('outer', 'membrane', 'autotransporter')",71440905.02839084
"('Regulates', 'arginine', 'biosynthesis')",71418377.87777387
"('unwinding', 'activity', 'characteristic')",70879005.22832468
"('AntA/AntB', 'antirepressor,23S', 'rRNA-intervening')",70629818.74109107
"('lytic', 'transglycosylase', 'activity')",70445854.33569269
"('serine', 'proteases', 'typically')",70320811.50746119
"('PFAM', 'Integrase', 'catalytic')",69971748.3978109
"('PFAM', 'IS66', 'Orf2')",69557211.47977924
"('Recognizes', 'specific', 'patterns')",69487879.09489764
"('carbohydrate', 'kinase', 'FGGY')",68368736.77955495
"('cellular', 'division', 'facilitating')",68321267.19229339
"('modulate', 'mRNA', 'selection')",68301178.5504353
"('form', 'L-glutamate', '5-phosphate')",68122564.01297812
"('multidrug', 'efflux', 'pump')",67768855.90668298
"('COG', 'NOG18825', 'non')",67670252.61494726
"('Addiction', 'module', 'antitoxin')",67596717.63296086
"('Nucleoside', '2-deoxyribosyltransferase', 'like')",67332088.02272485
"('Double', 'zinc', 'ribbon')",67311393.6904727
"('domain,4Fe-4S', 'iron', 'sulfur')",67050175.164905764
"('Helicase', 'conserved', 'C-terminal')",66670482.430632904
"('Polysaccharide', 'pyruvyl', 'transferase')",66656891.38289057
"('GTPase', 'hydrolysis', 'rate')",66328193.91668118
"('The', 'tracrRNA', 'serves')",66318522.83826253
"('causes', 'generalized', 'RNA')",66227638.26539082
"('Putative', 'diguanylate', 'phosphodiesterase')",66187902.64057167
"('FOG', 'PKD', 'repeat')",65925945.56527527
"('RecBC-independent', 'recombinational', 'process')",65775064.362669
"('glycyl-radical', 'enzyme', 'activating')",65304615.47196848
"('Methylmalonyl-CoA', 'mutase,4Fe-4S', 'binding')",65163560.08570748
"('Cyclic', 'nucleotide-monophosphate', 'binding')",65163559.4252648
"('COG', 'COG3385', 'FOG')",65076267.379575744
"(',4Fe-4S', 'iron', 'sulfur')",65016582.76154549
"('Phosphomannose', 'isomerase', 'type')",64855352.00144829
"('Ogr/Delta-like', 'zinc', 'finger')",64806673.62042598
"('subunit,4Fe-4S', 'single', 'cluster')",64777522.24116733
"('UvrD', 'subfamily,4Fe-4S', 'single')",64666016.31274947
"('neurotransmitter', 'symporter', 'family,4Fe-4S')",63992904.31387409
"('various', 'damaged', 'pyrimidines')",63914862.84832219
"('-dependent', 'editing', 'activities')",63911127.34222327
"('-siderophores', 'transport', 'systems')",63784816.57676801
"('assembled', '30S', 'ribosomal')",63243582.30178707
"('break', 'via', 'transesterification')",62932397.14900437
"('NADH', 'ubiquinone', 'oxidoreductase')",62061495.68266568
"('Hydrolase', 'Family', '25-like')",61765668.96555272
"('COG3773', 'Cell', 'wall')",61718635.86808452
"('Cell', 'wall', 'hydrolyses')",61718635.86808452
"('The', 'nucleophile', 'active')",61638560.92364649
"('Mrr-like', 'restriction', 'enzymes')",61565613.575815156
"('damage', 'recognition', 'complex')",60790090.39707041
"('non-cognate', 'amino', 'acids')",60260422.9644517
"('ATPase', 'FtsK', 'SpoIIIE')",60168334.511470966
"('proton', 'acceptor', 'active')",59816725.65774567
"('secretory', 'pathway', 'pseudopilin')",59706041.22716916
"('mRNA', 'interferase', 'antitoxin')",59544617.50873044
"('COGs', 'COG0675', 'Transposase')",59507663.05839559
"('Single-stranded-DNA-specific', 'exonuclease', 'recJ')",59398053.51061948
"('activity', 'toward', 'beta-hydroxyamino')",59065834.59666211
"('independent', 'aldolase', 'activity')",59065834.59666211
"('DNA,23S', 'rRNA-intervening', 'sequence')",58865538.44135566
"('proteins,23S', 'rRNA-intervening', 'sequence')",58865538.44135566
"('score,23S', 'rRNA-intervening', 'sequence')",58865538.44135566
"('UvrA', 'molecules', 'dissociate')",58814829.60688506
"('Prophage', 'endopeptidase', 'tail')",58622694.51367216
"('COG2204', 'Response', 'regulator')",58549502.464546874
"('transducing', 'histidine', 'kinase')",58417919.01336655
"('histidine', 'kinase', 'homodimeric')",58417919.01336655
"('nonribosomal', 'peptide', 'biosynthetic')",58291046.59141394
"('ribosomal', 'rna', 'small')",57915774.41289643
"('HNH/ENDO', 'VII', 'superfamily')",57834458.04797486
"('membrane', 'lipid', 'bilayer')",57711590.49148945
"('mineral', 'core', 'formation')",57695404.821450435
"('transport', 'system', 'inner')",57086076.90737087
"('enzyme', '1,23S', 'rRNA-intervening')",56729264.84409363
"('small', 'heat', 'shock')",56643458.97617986
"('pyruvate', 'formate', 'lyase')",56241751.10132947
"('The', 'product', 'spontaneously')",56219789.338215664
"('promote', 'strand', 'exchange')",56062593.9726344
"(',ABC', 'transporter', 'substrate-binding')",55819224.653934956
"('late-stage', '70S', 'ribosome')",55520212.39119964
"('Fe-S', 'cluster', 'synthesis')",55331620.80302576
"('Psort', 'location', 'Cytoplasmic')",55281676.82414878
"('Wall', 'Hydrolase,23S', 'rRNA-intervening')",54974755.61192729
"('clamp', 'onto', 'primed')",54849098.52703469
"('cleaves', 'nascent', 'peptidoglycan')",54608813.028424196
"('tail', 'tape', 'measure')",54474782.39311023
"('pyridinium-3,5-bisthiocarboxylic', 'acid', 'mononucleotide')",54424072.027702436
"('flavin', 'adenine', 'dinucleotide')",54401552.50058617
"('30S', 'ribosomal', 'subunits')",54337910.18534413
"('central', 'stalk', 'subunits')",54329560.14918896
"('common', 'ATP-dependent', 'phosphofructokinases')",54289653.49858386
"('typically', 'periplasmic', 'contain')",54182944.84635245
"('dual-direction', 'single-stranded', 'exonuclease')",54122779.53023781
"('unsaturated', 'glucuronyl', 'hydrolase')",54076576.533858046
"('Trk', 'system', 'potassium')",53985333.73073813
"('hybrid', 'ribonuclease', 'activity')",53489424.250165045
"('Processes', '30S', 'rRNA')",53266322.4625445
"('Receptor', 'Plug', 'Domain')",53072753.52484134
"('beta', 'superfamily,23S', 'rRNA-intervening')",53060211.8509072
"('methionine', 'tRNA', 'synthetase')",53012840.28690418
"('Converts', 'alpha-N-acetylneuranimic', 'acid')",52992483.74896466
"('monophosphate', 'synthase', 'TENI')",52826662.831043966
"('periplasmic', 'chaperone', 'spy')",52824171.46062954
"('GyrI-like', 'small', 'molecule')",52813270.391002186
"('InterPro', 'IPR009708', 'Bacteriophage')",52681626.49891604
"(',Host', 'cell', 'surface-exposed')",52640096.12680474
"('Putative', 'HNHc', 'nuclease')",52626767.45501572
"('L-valine', 'transmembrane', 'transporter')",52260550.46217304
"('active', 'site', 'attacks')",52254932.46015894
"('COG2367', 'Beta-lactamase', 'class')",52195243.144996196
"('COG3617', 'Prophage', 'antirepressor')",52174132.91533035
"('restriction', 'enzyme', 'HsdR')",52132397.18366789
"('strand', 'exchange', 'reactions')",51854225.21777256
"('Serine', 'threonine-protein', 'phosphatase')",51786307.77337644
"('inactivated', 'derivatives,4Fe-4S', 'single')",51591466.37273391
"('ABC-type', 'polar', 'amino')",51583678.93664162
"('beta', 'sliding', 'clamp')",51576041.24194133
"('COG', 'NOG36366', 'non')",51071314.18710529
"('Calcineurin-like', 'phosphoesterase', 'superfamily')",50933003.227039434
"('Heptaprenyl', 'diphosphate', 'synthase')",50625486.916201495
"('Tail', 'Collar', 'Domain')",50329071.913598455
"('Hydantoinase/oxoprolinase', 'N-terminal', 'region')",50250910.328287065
"('around', 'one', 'UvrB')",49963749.740412675
"('Lactococcus', 'bacteriophage', 'repressor')",49697157.66729302
"('116', 'kDa', 'subunit')",49676439.83544952
"('Multiple', 'stress', 'resistance')",49375474.34796075
"('Response', 'regulator', 'receiver')",49045882.5933029
"('NAD', 'dependent', 'epimerase')",48910654.32688683
"('PFAM', 'Fic', 'DOC')",48732063.72185746
"('GTP-dependent', 'ribosomal', 'translocation')",48703214.274763726
"('bacterial', 'cell', 'walls')",48668413.13224516
"('fold,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('bacteria,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('T-like,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('dehydrogenase,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('derivatives,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('segregation,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('phosphatase,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('reductant,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('regulator,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('subfamily,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Terminase,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('cleavage,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('S24-like,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Methylase,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Membrane,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('M15,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Helix-turn-helix,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('GpU,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Flotillin,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Cas6,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('Asp,4Fe-4S', 'single', 'cluster')",48646244.16317801
"('2,4Fe-4S', 'single', 'cluster')",48646244.16317801
