quadgram,chi-square
"('Methionine', 'biosynthesis', 'protein', 'MetW')",21590469340.820583
"('biosynthesis', 'protein', 'CobT', 'VWA')",21590469273.443424
"('dehydrogenase', 'family,4Fe-4S', 'single', 'cluster')",21535728374.519924
"('simple', 'sugar', 'transport', 'system')",21172873697.798805
"('DNA-binding', 'transcriptional', 'regulator', 'Cro')",21124240397.84884
"('long-chain', 'fatty', 'acid', 'transport')",21075735020.821
"('COG', 'NOG23522', 'non', 'supervised')",20887029546.118073
"('COG', 'NOG32858', 'non', 'supervised')",20887029546.118073
"('like', 'proteins,4Fe-4S', 'single', 'cluster')",20829547206.65064
"('phage', 'serine', 'protease', 'XkdF')",20719758927.19265
"('cell', 'wall', 'hydrolase', 'autolysin')",20703610745.231937
"('DNA-binding', 'domain,2-oxoacid', 'acceptor', 'oxidoreductase')",20622518411.927284
"('Integral', 'membrane', 'protein', 'TerC')",20470976776.43429
"('metal', 'cation', 'uptake', 'system')",20464028598.343742
"('hydrogen', 'coupled', 'transport', 'system')",20416480176.69029
"('GDP-mannose', 'mannosyl', 'hydrolase', 'activity')",20202608943.83228
"('COG', 'COG0768', 'Cell', 'division')",20165372289.682358
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain')",20051147561.32239
"('protein', 'substrates', 'subsequently', 'hydrolyzed')",20012130595.675537
"('domain', 'protein,6-pyruvoyl', 'tetrahydropterin', 'synthase')",19953511040.29045
"('ParB-like', 'nuclease', 'domain,2-hydroxyglutaryl-CoA', 'dehydratase')",19917540840.34018
"('morphogenesis', 'family,23S', 'rRNA-intervening', 'sequence')",19825605530.61917
"('NOG12663', 'non', 'supervised', 'orthologous')",19693052340.82158
"('assembly', 'protein', 'muramidase', 'FlgJ')",19562424496.008133
"('PFAM', 'binding-protein-dependent', 'transport', 'systems')",19461600118.684265
"('Plasmid', 'encoded', 'RepA', 'protein')",19222038534.63776
"('like', 'proteins,4Fe-4S', 'iron', 'sulfur')",19202213303.81537
"('homoserine', 'transmembrane', 'transporter', 'activity')",19139017395.947216
"('The', 'two', 'antagonistic', 'activities')",18832926437.10434
"('arabinose', 'operon', 'control', 'protein')",18798311308.638275
"('Hag', 'repeat', 'protein,4Fe-4S', 'single')",18557888538.593857
"('Cobalamin', 'biosynthesis', 'protein', 'CobT')",18506116660.74706
"('Putative', 'phage', 'abortive', 'infection')",18378019803.69181
"('KaiABC', 'clock', 'protein', 'complex')",18173855560.061993
"('body', 'complex', 'protein', 'FliE')",18173855555.375053
"('hook-basal', 'body', 'complex', 'protein')",18173855555.375053
"('Integrating', 'conjugative', 'element', 'protein')",18023347434.594463
"('Putative', 'tranposon-transfer', 'assisting', 'protein')",17967547601.20461
"('C5-methyltransferase', 'family,23S', 'rRNA-intervening', 'sequence')",17931387663.00969
"('Phosphoadenosine', 'phosphosulfate', 'reductase,4Fe-4S', 'iron')",17923324392.52227
"('membrane', 'autotransporter', 'barrel', 'domain')",17760564910.813046
"('transport', 'protein', 'ExbD', 'TolR')",17352711305.422
"('molecular', 'chaperone', 'homology', 'domain')",17340540645.16234
"('Carbamoyl-phosphate', 'synthetase', 'ammonia', 'chain')",17315938186.91655
"('Fimbrillin-A', 'associated', 'anchor', 'proteins')",17265840523.08935
"('associated', 'anchor', 'proteins', 'Mfa1')",17265840523.08935
"('Carbamoyl-phosphate', 'synthase', 'small', 'chain')",17078766581.289364
"('dependent', 'epimerase', 'dehydratase', 'family')",17032545839.60384
"('30S', 'ribosomal', 'subunit', 'biogenesis')",16969009322.237152
"('FPP', 'GGPP', 'synthase', 'family')",16901612255.045757
"('glycosylase', '8-oxoguanine', 'DNA', 'glycosylase')",16811862174.884968
"('NTF2', 'fold', 'immunity', 'protein')",16805553791.340633
"('BNR', 'Asp-box', 'repeat', 'protein')",16740917631.42982
"('NOG24969', 'non', 'supervised', 'orthologous')",16512972825.834827
"('CAAX', 'prenyl', 'protease', 'N-terminal')",16231894241.366589
"('Mu-like', 'prophage', 'major', 'head')",16179672624.539444
"('complex', 'mediates', 'electron', 'transfer')",16164196991.005789
"('Aromatic', 'amino', 'acid', 'transport')",16157660839.01351
"('region', 'containing', 'DXD', 'motif')",16051950969.123817
"('membrane', 'assembly', 'lipoprotein', 'YfiO')",16038781897.728828
"('prohead', 'serine', 'protease,4Fe-4S', 'single')",16015700642.851227
"('Putative', 'phage', 'holin', 'Dp-1')",15923638484.495846
"('double-stranded', 'DNA', 'using', 'NAD')",15781542926.765728
"('Sporulation', 'initiation', 'factor', 'Spo0A')",15695999803.29406
"('N-glycosylase', 'activity', 'releases', 'various')",15666066894.927122
"('penultimate', 'amino', 'acid', 'residues')",15644718990.279991
"('This', 'ensures', 'cell', 'division')",15626220626.046844
"('sporulation', 'transcriptional', 'regulator', 'SpoIIID')",15507076026.889915
"('transport', 'systems', 'permease', 'components')",15488219281.07475
"('IV-like', 'SAM-binding', 'methyltransferase', 'superfamily')",15468301626.193987
"('flp', 'pilus', 'assembly', 'ATPase')",15373027231.337465
"('pilus', 'assembly', 'ATPase', 'CpaF')",15373027231.337465
"('Inner', 'membrane', 'protein', 'yagU')",15353224735.918509
"('large', 'subunit,23S', 'rRNA-intervening', 'sequence')",15313678885.317589
"('score', '8.87,37-kD', 'nucleoid-associated', 'bacterial')",15282812528.855165
"('cell', 'wall', 'biogenesis,2-oxoacid', 'acceptor')",15235779950.892097
"('BIO14.03', 'Phage', 'related', 'functions')",15235250239.355099
"('Phosphoadenosine', 'phosphosulfate', 'reductase', 'family')",15231311957.341448
"('cystathionine', 'beta-', 'synthase', 'family')",15170006695.729229
"('NOG25118', 'non', 'supervised', 'orthologous')",14922951925.94678
"('RNA', 'polymerase', 'specialized', 'sigma')",14902790987.468288
"('PFAM', 'NAD-dependent', 'epimerase', 'dehydratase')",14816792892.340624
"('Caudovirus', 'prohead', 'serine', 'protease,4Fe-4S')",14754111904.667585
"('The', 'membrane-spanning', 'regulatory', 'substrate')",14711963520.932686
"('score', '8.87,6-pyruvoyl', 'tetrahydropterin', 'synthase')",14218819266.602703
"('ABC', 'transporter', 'complex', 'PstSACB')",14202629189.242273
"('ABC', 'transporter', 'complex', 'ZnuABC')",14202629189.242273
"('prohead', 'serine', 'protease,4Fe-4S', 'iron')",14158984475.076134
"('Caudovirales', 'tail', 'fibre', 'assembly')",13933077793.866629
"('NOG18823', 'non', 'supervised', 'orthologous')",13862944976.885115
"('NOG28949', 'non', 'supervised', 'orthologous')",13862944976.885115
"('assembled', '30S', 'ribosomal', 'subunit')",13790169315.612143
"('pseudouridine', 'synthase', 'RsuA', 'family')",13731471579.726772
"('small', 'subunit,4Fe-4S', 'iron', 'sulfur')",13719234031.38283
"('nucleotide', 'excision', 'repair', 'machinery')",13705200412.759323
"('Terminase', 'RNaseH-like', 'domain,23S', 'rRNA-intervening')",13649017045.658117
"('GyrI-like', 'small', 'molecule', 'binding')",13604724485.386808
"('Phage', 'late', 'control', 'gene')",13604336588.688898
"('NADH', 'ubiquinone', 'oxidoreductase', 'subunit')",13541310788.172775
"('TIGRFAM', 'TRAP', 'transporter', 'solute')",13507419363.235147
"('COG0827', 'Adenine-specific', 'DNA', 'methylase')",13447942549.074299
"('DEAD', 'box', 'helicase', 'family')",13421180130.602516
"('rod', 'assembly', 'protein', 'muramidase')",13414235408.763851
"('PFAM', 'nitrogen-fixing', 'NifU', 'domain')",13305010083.920244
"('The', 'V-type', 'alpha', 'chain')",13303190148.137304
"('The', 'UvrABC', 'repair', 'system')",13228680287.133028
"('tube', 'protein,4Fe-4S', 'iron', 'sulfur')",13114528859.194736
"('secretion', 'phage', 'lysis', 'holin')",13062383625.527054
"('feS', 'assembly', 'protein', 'SufB')",13041627022.095701
"('Exopolysaccharide', 'biosynthesis', 'protein', 'YbjH')",12954299137.94921
"('branched-chain', 'amino', 'acid', 'transport')",12926333998.935394
"('competence', 'protein', 'COMEC,23S', 'rRNA-intervening')",12896707000.902922
"('DNA', 'wraps', 'around', 'one')",12799094014.380901
"('T/G', 'mismatch-specific', 'endonuclease', 'activity')",12791021326.49423
"('phageSPP1_gp7', 'phage', 'head', 'morphogenesis')",12744601737.947893
"('T4-like', 'virus', 'tail', 'tube')",12659567681.543003
"('inner', 'membrane-associated', 'putative', 'hydrolase')",12638035209.339611
"('ribosomal', 'rna', 'small', 'subunit')",12637198265.511503
"('repeat', 'protein,4Fe-4S', 'single', 'cluster')",12604951758.029947
"('transposase', 'activity,4Fe-4S', 'single', 'cluster')",12598359852.619587
"('activity,4Fe-4S', 'single', 'cluster', 'domain')",12534245015.25588
"('ABC', 'transporter', 'FtsEX', 'involved')",12513506181.942007
"('COG', 'NOG12663', 'non', 'supervised')",12477807683.50547
"('tRNA', 'wobble', 'uridine', 'modification')",12472790751.672796
"(',4Fe-4S', 'single', 'cluster', 'domain')",12407348855.664633
"('NOG19595', 'non', 'supervised', 'orthologous')",12272945029.477734
"('recombinase', 'activity,4Fe-4S', 'iron', 'sulfur')",12068671193.299368
"('The', 'HisH', 'subunit', 'provides')",12060014015.676407
"('zinc', 'beta', 'ribbon', 'domain')",12030364220.788097
"('PcfJ-like', 'protein,23S', 'rRNA-intervening', 'sequence')",12006184417.19176
"('phage', 'phi', 'LC3', 'family')",11920728120.12802
"('archaeal', 'Holliday', 'junction', 'resolvase')",11849304882.134356
"('COG', 'COG0845', 'Membrane-fusion', 'protein')",11803765214.276466
"('Nucleotidyl', 'transferase', 'AbiEii', 'toxin')",11799501855.339008
"('NOG18351', 'non', 'supervised', 'orthologous')",11742947840.63588
"('NOG19076', 'non', 'supervised', 'orthologous')",11742947840.63588
"('transport', 'systems', 'inner', 'membrane')",11729833007.97842
"('COG3723', 'Recombinational', 'DNA', 'repair')",11705754407.219152
"('dehydrogenase', 'acetyl-CoA', 'synthase', 'delta')",11665757215.502928
"('Acetyl-CoA', 'hydrolase/transferase', 'C-terminal', 'domain')",11650488746.250957
"('DNA-templated', 'transcriptional', 'preinitiation', 'complex')",11579879330.481962
"('translation', 'termination', 'release', 'factors')",11511051467.145645
"('PFAM', 'Pathogenesis-related', 'transcriptional', 'factor')",11440581823.89965
"('acid', 'carrier', 'protein,4Fe-4S', 'single')",11408031918.518673
"('NOG08810', 'non', 'supervised', 'orthologous')",11212952048.598455
"('weight', 'phosphotyrosine', 'protein', 'phosphatase')",11070720834.885029
"('recombinase', 'family,4Fe-4S', 'iron', 'sulfur')",10767416664.129145
"('COG', 'NOG24969', 'non', 'supervised')",10459676881.894218
"('specific', '2-hydroxyacid', 'dehydrogenase', 'catalytic')",10423255953.621166
"('Uncharacterised', 'nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",10399603805.063894
"('encoded', 'nuclease', 'repeat', 'motif')",10364868502.235077
"('SPTR', 'Heat', 'shock', 'protein')",10278046210.182777
"('NOG19098', 'non', 'supervised', 'orthologous')",10152964654.91483
"('pilus', 'assembly', 'protein', 'FimV')",10077643459.029078
"('COG', 'COG3437', 'Response', 'regulator')",10038977311.216183
"('transporter', 'complex', 'PotABCD', 'involved')",10021060074.762379
"('Sulfatase-modifying', 'factor', 'enzyme', '1,3D')",10018461067.03776
"('Sulfatase-modifying', 'factor', 'enzyme', ""1,5'-3"")",10018461067.03776
"('replication', 'protein', 'O,4.5', 'Transposon')",9977394798.18011
"('Ser', 'Thr', 'phosphatase', 'family')",9973246821.77057
"('XRE-family', 'like', 'proteins,23S', 'rRNA-intervening')",9804326306.16109
"('probes', 'one', 'DNA', 'strand')",9792143923.405369
"('FeS', 'assembly', 'protein', 'SufD')",9781221794.577341
"(',23S', 'rRNA-intervening', 'sequence', 'protein')",9772396178.415865
"('systems', 'inner', 'membrane', 'component')",9644029272.9928
"('NOG14445', 'non', 'supervised', 'orthologous')",9622973053.257586
"('dehydrogenase/acetyl-CoA', 'synthase', 'complex', 'beta')",9576973695.483294
"('protein', 'D3112p03', 'Bacteriophage', 'D3112')",9555738342.583372
"('COG4422', 'Bacteriophage', 'protein', 'gp37')",9555737497.386637
"('TIGRFAM', 'Anaerobic', 'ribonucleoside-triphosphate', 'reductase')",9521518448.328829
"('Sec', 'protein', 'translocase', 'complex')",9489273172.800531
"('COG', 'NOG25118', 'non', 'supervised')",9450623448.435318
"('frame', 'shift,8-oxoguanine', 'DNA', 'glycosylase')",9339923651.952982
"('envelope-related', 'function', 'transcriptional', 'attenuator')",9316105896.37521
"('polar', 'amino', 'acid', 'transport')",9235277746.66522
"('COG', 'COG0629', 'Single-stranded', 'DNA-binding')",9194598691.419165
"('Oligopeptide', 'transport', 'system', 'permease')",9147577864.21637
"('Putrescine', 'transport', 'system', 'permease')",9147577864.21637
"('transport', 'system', 'permease', 'DctM')",9147577864.21637
"('Fibronectin', 'type', 'III', 'protein,36-mer')",9090943109.313238
"('The', 'phosphoenolpyruvate-dependent', 'sugar', 'phosphotransferase')",8911001595.95229
"('alpha', 'subunit', 'Fumarate', 'hydratase')",8826038324.048397
"('Papain', 'family', 'cysteine', 'protease')",8821453713.889406
"('PFAM', 'phosphoesterase', 'PA-phosphatase', 'related')",8805978123.027906
"('COG', 'NOG28949', 'non', 'supervised')",8777925591.749107
"('COG', 'NOG18823', 'non', 'supervised')",8777925591.749107
"('DNA', 'mismatch', 'repair', 'MUTS')",8670965639.199337
"('Tfp', 'pilus', 'assembly', 'protein')",8575127441.077615
"('NOG16320', 'non', 'supervised', 'orthologous')",8562994040.284606
"('nuclear', 'chromosome', 'segregation,4Fe-4S', 'single')",8445420712.501767
"('large', 'subunit,4Fe-4S', 'single', 'cluster')",8428234835.880453
"('Phe-tRNA', 'synthetase', 'alpha', 'subunit')",8361446550.096009
"('Bacteriophage', 'Lambda', 'NinG', 'protein')",8341878748.508371
"('lambda', 'gpK,36-mer', 'N-terminal', 'peptide')",8318894134.060377
"('RecT', 'family,4Fe-4S', 'single', 'cluster')",8230113854.636431
"('major', 'replicative', 'helicase', 'DnaB')",8178657812.384371
"('system', 'fructose', 'IIA', 'component')",8174068688.736848
"('glycyl-radical', 'enzyme', 'activating', 'activity')",8132440444.257389
"('ATP-dependent', 'Clp', 'protease', 'proteolytic')",8096515573.955202
"('mismatch', 'repair', 'MUTS', 'family')",8012431111.5261545
"('sigma', 'stress', 'factor', 'RpoS')",8000840756.033885
"('protein,23S', 'rRNA-intervening', 'sequence', 'protein')",7996196324.484854
"('prokaryotic', 'molybdopterin-containing', 'oxidoreductase', 'family')",7976369518.84336
"('various', 'penultimate', 'amino', 'acid')",7965911025.386785
"('PFAM', 'Integrase', 'catalytic', 'region,5')",7965508489.2932825
"('connector', 'protein,4Fe-4S', 'single', 'cluster')",7858582807.129512
"('COG', 'NOG19595', 'non', 'supervised')",7768885455.079295
"('catabolism', 'regulatory', 'protein-like', 'family')",7743704963.228582
"('ABC-type', 'sugar', 'transport', 'systems')",7730228683.536918
"('Tartrate', 'dehydratase', 'alpha', 'subunit')",7722729563.620148
"('Caudovirus', 'prohead', 'serine', 'protease,3')",7705852142.778408
"('Caudovirus', 'prohead', 'serine', 'protease,3-deoxy-D-manno-octulosonate')",7705852142.778408
"('Caudovirus', 'prohead', 'serine', 'protease,3D')",7705852142.778408
"('YqaJ', 'viral', 'recombinase', 'family,3D')",7700092768.693449
"('Putative', 'vitamin', 'uptake', 'transporter')",7686246023.263437
"('NOG20168', 'non', 'supervised', 'orthologous')",7503020614.396838
"('polymerase', 'III', 'alpha', 'subunit')",7477008585.710541
"('COG', 'NOG19076', 'non', 'supervised')",7432540515.737876
"('COG', 'NOG18351', 'non', 'supervised')",7432540515.737876
"('Conjugal', 'transfer', 'protein', 'TraD')",7402446271.343891
"('PFAM', 'Binding-protein-dependent', 'transport', 'system')",7379725108.597485
"('process', 'via', 'aminoadipic', 'acid')",7299602459.045424
"('Leucine', 'rich', 'repeat', 'protein')",7280844796.622125
"('supervised', 'orthologous', 'group,4Fe-4S', 'iron')",7230742717.885731
"('nuclease', 'domain,23S', 'rRNA-intervening', 'sequence')",7192539172.006142
"('phosphate', 'starvation-inducible', 'protein', 'PhoH')",7169426637.786986
"('Dinuclear', 'metal', 'center', 'protein')",7123794447.647466
"('ABC', 'transporter', 'complex', 'RbsABC')",7102539469.481957
"('ABC', 'transporter', 'complex', 'TagGH')",7102539469.481957
"('ABC', 'transporter', 'complex', 'MetNIQ')",7102539469.481957
"('ABC', 'transporter', 'complex', 'FbpABC')",7102539469.481957
"('COG', 'NOG08810', 'non', 'supervised')",7096196462.831539
"('contains', 'double-stranded', 'beta-helix', 'domain')",7016622362.389475
"('tryptophan', 'synthase', 'beta', 'chain')",6993332167.292974
"('Mor', 'transcription', 'activator', 'family')",6930973749.000242
"('fumarate', 'reductase', 'flavoprotein', 'subunit')",6915218706.217306
"('polymerase', 'activity,4Fe-4S', 'single', 'cluster')",6906662178.844518
"('histidine', 'kinase', 'DNA', 'gyrase')",6902688872.223569
"('Spore', 'coat', 'associated', 'protein')",6899785607.821971
"('Flagellar', 'rod', 'assembly', 'protein')",6849824619.789011
"('Zn2', 'uptake', 'regulation', 'proteins')",6759137252.87681
"('copper', 'amine', 'oxidase', 'domain')",6755776107.577159
"('Rad52/22', 'family', 'double-strand', 'break')",6734946660.3696995
"('SMART', 'HTH', 'transcriptional', 'regulator')",6700126591.691897
"('Tn3', 'transposase', 'DDE', 'domain')",6645161383.074894
"('NAD-dependent', 'DNA', 'ligase', 'adenylation')",6621558145.024944
"('SpoU', 'rRNA', 'Methylase', 'family')",6562119604.005116
"('lambda', 'head', 'decoration', 'protein')",6562062094.2462225
"('L-valine', 'transmembrane', 'transporter', 'activity')",6508053736.483813
"('Biopolymer', 'transport', 'protein', 'ExbD')",6507433483.088562
"('methyl-directed', 'DNA', 'mismatch', 'repair')",6503298498.054299
"('Bacterial', 'extracellular', 'solute-binding', 'protein')",6460195403.03994
"('NOG24226', 'non', 'supervised', 'orthologous')",6443052775.550113
"('COG', 'NOG19098', 'non', 'supervised')",6423511016.3101
"('HK97', 'family,4Fe-4S', 'iron', 'sulfur')",6402218196.634129
"('anaerobic', 'DMSO', 'reductase', 'chain')",6396160034.009033
"('TonB-linked', 'outer', 'membrane', 'protein')",6367877708.33764
"('amino', 'acid', 'carrier', 'protein,4Fe-4S')",6338448686.872541
"('host-nuclease', 'inhibitor', 'protein', 'Gam')",6332261729.667919
"('Cpl-7', 'lysozyme', 'C-terminal', 'domain')",6327147508.528308
"('SWIM', 'zinc', 'finger,3D', 'domain')",6312569651.47609
