quadgram,freq
"('N-terminal', 'domain,4Fe-4S', 'single', 'cluster')",1
"('stress', 'resistance', 'protein', 'BhsA')",1
"('Multiple', 'stress', 'resistance', 'protein')",1
"('region', '2,8-oxoguanine', 'DNA', 'glycosylase')",1
"('Sigma-70', 'region', '2,8-oxoguanine', 'DNA')",1
"('Putative', 'vitamin', 'uptake', ""transporter,3'-5"")",1
"(',TIGRFAM', 'phage', 'regulatory', 'protein')",1
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3H', 'domain')",1
"('COG2273', 'Beta-glucanase', 'Beta-glucan', 'synthetase')",1
"('measure', 'protein', 'TP901', 'core')",1
"('RNA', 'dependent', 'RNA', 'polymerase,5')",1
"(',Phage-related', 'minor', 'tail', 'protein')",1
"('carrier', 'protein', 'TusA', 'family')",1
"('sulfur', 'carrier', 'protein', 'TusA')",1
"('HHE', 'cation', 'binding', 'domain')",1
"('Hemerythrin', 'HHE', 'cation', 'binding')",1
"('Phosphomannose', 'isomerase', 'type', 'I,5')",1
"('protein', 'TP901', 'core', 'region')",1
"('PFAM', 'Transposase', 'IS66', 'family')",1
"('collar', 'domain', 'protein,3D', 'domain')",1
"('protein', 'phosphatase', 'family', 'protein')",1
"('family,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('shaft', 'protein', 'Bacteriophage', 'A118')",1
"('tail', 'shaft', 'protein', 'Bacteriophage')",1
"('Major', 'tail', 'shaft', 'protein')",1
"('activity,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('1,4-beta-cellobiosidase', 'activity,23S', 'rRNA-intervening', 'sequence')",1
"(',cellulose', '1,4-beta-cellobiosidase', 'activity,23S', 'rRNA-intervening')",1
"('sulfuric', 'ester', 'hydrolase', 'activity')",1
"('unwind', 'short', 'rRNA', 'duplexes')",1
"('DEAD-box', 'RNA', 'helicase', 'involved')",1
"('associated', 'anchor', 'proteins', 'Mfa1')",1
"('Fimbrillin-A', 'associated', 'anchor', 'proteins')",1
"('guanyl-nucleotide', 'exchange', 'factor', 'activity')",1
"('protein,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('Portal', 'protein,37-kD', 'nucleoid-associated', 'bacterial')",1
"('Blue', 'light', 'may', 'act')",1
"('suggesting', 'BluF', 'may', 'serve')",1
"('low', 'temperature', 'also', 'triggers')",1
"('This', 'ensures', 'cell', 'division')",1
"('PFAM', 'Auxin', 'Efflux', 'Carrier')",1
"('RecT', 'family,37-kD', 'nucleoid-associated', 'bacterial')",1
"(',YqaJ', 'viral', 'recombinase', 'family')",1
"('domain', 'protein,3D', 'domain', 'protein')",1
"('Bacteriophage', 'capsid', 'portal', 'protein,3D')",1
"('Thr', 'protein', 'phosphatase', 'family')",1
"('Ser', 'Thr', 'protein', 'phosphatase')",1
"('Membrane,4Fe-4S', 'single', 'cluster', 'domain')",1
"('Mycolic', 'acid', 'cyclopropane', 'synthetase')",1
"('DNA', 'methylase,8-oxoguanine', 'DNA', 'glycosylase')",1
"('cytosine-specific', 'DNA', 'methylase,8-oxoguanine', 'DNA')",1
"('C-5', 'cytosine-specific', 'DNA', 'methylase,8-oxoguanine')",1
"('Glycosyl', 'hydrolase', '108,4', 'iron')",1
"('The', 'resulting', 'ammonia', 'molecule')",1
"(',Podovirus', 'DNA', 'encapsidation', 'protein')",1
"('surface', 'anchor', 'family', 'protein')",1
"('wall', 'surface', 'anchor', 'family')",1
"('cell', 'wall', 'surface', 'anchor')",1
"('lyzozyme', 'M1,6-pyruvoyl', 'tetrahydropterin', 'synthase')",1
"('NOG28927', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG28927', 'non', 'supervised')",1
"('MobA', 'MobL', 'family', 'protein')",1
"('Two-component-system', 'connector', 'protein', 'YcgZ')",1
"('capsid', 'portal', 'protein,3D', 'domain')",1
"('serine', 'protease,3D', 'domain', 'protein')",1
"('prohead', 'serine', 'protease,3D', 'domain')",1
"('Caudovirus', 'prohead', 'serine', 'protease,3D')",1
"('70S', 'translation', 'initation', 'complex')",1
"('DNA', 'polymerase', 'activity,4Fe-4S', 'single')",1
"('RNA-directed', 'DNA', 'polymerase', 'activity,4Fe-4S')",1
"('NOG13205', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG13205', 'non', 'supervised')",1
"('family', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('Rhs', 'family', 'protein,4Fe-4S', 'iron')",1
"('COG3209', 'Rhs', 'family', 'protein,4Fe-4S')",1
"('N-terminal', 'domain', 'protein,6-pyruvoyl', 'tetrahydropterin')",1
"('sulfonate', 'bicarbonate', 'transport', 'system')",1
"('PFAM', 'Biopolymer', 'transport', 'protein')",1
"('Carbamoyl-phosphate', 'synthetase', 'ammonia', 'chain')",1
"('PFAM', 'Pyridoxamine', ""5'-phosphate"", 'oxidase')",1
"('signal', 'peptide', 'across', 'membranes')",1
"('large', 'folded', 'proteins', 'containing')",1
"('transports', 'large', 'folded', 'proteins')",1
"('Penicillin-binding', 'protein', 'Tp47', 'domain')",1
"('YgiT-type', 'zinc', 'finger', 'domain')",1
"(',COG', 'NOG34759', 'non', 'supervised')",1
"('IstB-like', 'ATP', 'binding', ""protein,3'-5"")",1
"('cell', 'wall', 'biogenesis,2-oxoacid', 'acceptor')",1
"('wall', 'biogenesis,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('Helicase', 'conserved', 'C-terminal', 'domain,3D')",1
"('polymerase', 'III', 'epsilon', 'subunit')",1
"('mature', '70S', 'translation', 'initation')",1
"('50S', 'ribosomal', 'subunit', 'IF-1')",1
"('30S', 'pre-', 'initiation', 'complex')",1
"('Helps', 'modulate', 'mRNA', 'selection')",1
"('NOG15865', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG15865', 'non', 'supervised')",1
"('dehydrogenase,4Fe-4S', 'single', 'cluster', 'domain')",1
"('alcohol', 'dehydrogenase,4Fe-4S', 'single', 'cluster')",1
"('DNA', 'polymerase', 'III', 'epsilon')",1
"('conserved', 'C-terminal', 'domain,3D', 'domain')",1
"('COG0847', 'DNA', 'polymerase', 'III')",1
"('COG', 'COG1168', 'Bifunctional', 'PLP-dependent')",1
"('CASCADE', 'complex', 'protein', 'CasA,3')",1
"('NOG14473', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG14473', 'non', 'supervised')",1
"('proton', 'channel', 'family', 'protein')",1
"('protein', 'S1-like', 'RNA-binding', 'domain')",1
"('Ribosomal', 'protein', 'S1-like', 'RNA-binding')",1
"('NOG37815', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG15996', 'non', 'supervised')",1
"('NOG15996', 'non', 'supervised', 'orthologous')",1
"('FKBP-type', 'peptidyl-prolyl', 'cis-trans', 'isomerase')",1
"('RNaseH-like', 'domain,23S', 'rRNA-intervening', 'sequence')",1
"('Terminase', 'RNaseH-like', 'domain,23S', 'rRNA-intervening')",1
"('PFAM', 'Cobalt', 'transport', 'protein')",1
"('Major', 'fimbrial', 'subunit', 'protein')",1
"('Bacterial', 'Ig-like', 'domain', ""2,5'-3"")",1
"('COGs', 'COG0641', 'Arylsulfatase', 'regulator')",1
"('serine', 'threonine', 'protein', 'phosphatases')",1
"('related', 'serine', 'threonine', 'protein')",1
"('subject', 'alignment', 'coverage', '35.0')",1
"('89.6', 'subject', 'alignment', 'coverage')",1
"('coverage', '89.6', 'subject', 'alignment')",1
"('alignment', 'coverage', '89.6', 'subject')",1
"('query', 'alignment', 'coverage', '89.6')",1
"('cell', 'division', 'cycle', '2-like')",1
"('domain', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('Bacterial', 'mobilization', 'protein', 'MobC')",1
"('epsilon', 'subunits', 'eIF-2Bgamma', 'eIF-2Bepsilon')",1
"('gamma', 'epsilon', 'subunits', 'eIF-2Bgamma')",1
"('Six-Cys-in-45', 'modification', 'radical', 'SAM')",1
"('Phage', 'Terminase,3D', 'domain', 'protein')",1
"('PFAM', 'TonB-dependent', 'Receptor', 'Plug')",1
"('COG', 'COG1595', 'DNA-directed', 'RNA')",1
"('iron-sulfur', 'binding', 'domain', 'protein')",1
"('PFAM', 'Accessory', 'gene', 'regulator')",1
"('protein', 'B-type', 'domain', 'protein')",1
"('redox', 'disulfide', 'domain', 'protein')",1
"('Hydrid', 'cluster', 'protein-associated', 'redox')",1
"('Cas6,4Fe-4S', 'single', 'cluster', 'domain')",1
"('protein', 'Cas6,4Fe-4S', 'single', 'cluster')",1
"('associated', 'protein', 'Cas6,4Fe-4S', 'single')",1
"('CRISPR', 'associated', 'protein', 'Cas6,4Fe-4S')",1
"('Acyl-coenzyme', 'A:6-aminopenicillanic', 'acid', 'acyl-transferase')",1
"('5-kinase', 'family', 'protein', 'K00889')",1
"('phosphatidylinositol-4-phosphate', '5-kinase', 'family', 'protein')",1
"('COG0175', ""3'-phosphoadenosine"", ""5'-phosphosulfate"", 'sulfotransferase')",1
"('YhgE', 'Pip', 'N-terminal', 'domain')",1
"('containing', 'CheY-like', 'receiver', 'domain')",1
"('COG4753', 'Response', 'regulator', 'containing')",1
"('The', 'V-type', 'beta', 'chain')",1
"('transporter,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('ABC', 'transporter,23S', 'rRNA-intervening', 'sequence')",1
"('YjcQ', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('signal', 'sequence', 'domain', 'protein')",1
"('pathway', 'signal', 'sequence', 'domain')",1
"('Tat', 'pathway', 'signal', 'sequence')",1
"('unsaturated', 'glucuronyl', 'hydrolase', 'involved')",1
"('Pyridoxamine', ""5'-phosphate"", 'oxidase', 'like')",1
"('Formamidopyrimidine-DNA', 'glycosylase', 'H2TH', 'domain')",1
"('primary', 'fatty', 'acyl', 'moiety')",1
"('chromosome', 'replication,3D', 'domain', 'protein')",1
"('superfamily,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('ERF', 'superfamily,37-kD', 'nucleoid-associated', 'bacterial')",1
"('COG', 'COG2184', 'Protein', 'involved')",1
"('tube', 'protein', 'FII,4', 'iron')",1
"('tail', 'tube', 'protein', 'FII,4')",1
"('like', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('VanW', 'like', 'protein,23S', 'rRNA-intervening')",1
"('TIGRFAM', 'TRAP', 'transporter', 'solute')",1
"('Sugar', 'fermentation', 'stimulation', 'protein')",1
"('tricarboxylate', 'transporter', 'TctA', 'family')",1
"('Tripartite', 'tricarboxylate', 'transporter', 'TctA')",1
"('Preprotein', 'translocase', 'SecG', ""subunit,3'-5"")",1
"('TIGRFAM', 'phage', 'virion', 'morphogenesis')",1
"('Tex-like', 'protein', 'N-terminal', 'domain')",1
"('riboside', 'transmembrane', 'transporter', 'activity')",1
"('Prophage', 'tail', 'fibre', 'N-terminal')",1
"('sporulation', 'transcriptional', 'regulator', 'SpoIIID')",1
"('COG', 'COG1653', 'ABC-type', 'sugar')",1
"('COG1879', 'ABC-type', 'sugar', 'transport')",1
"('HK97', 'family,4Fe-4S', 'iron', 'sulfur')",1
"('pathogenesis,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('together', 'mimic', 'tRNA', 'shape')",1
"('SmpB', 'together', 'mimic', 'tRNA')",1
"('Sulfatase-modifying', 'factor', 'enzyme', ""1,5'-3"")",1
"('COG', 'COG4974', 'Site-specific', 'recombinase')",1
"('general', 'secretion', 'pathway', 'protein')",1
"('related', 'Ca2', '-binding', 'proteins')",1
"('COG', 'COG1879', 'ABC-type', 'sugar')",1
"('Gliding', 'motility-associated', 'protein', 'GldE')",1
"('DJ-1', 'PfpI', 'family', 'protein')",1
"('coa-acyl', 'carrier', 'protein', 'transacylase')",1
"('malonyl', 'coa-acyl', 'carrier', 'protein')",1
"('FI,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('protein', 'FI,23S', 'rRNA-intervening', 'sequence')",1
"('sheath', 'protein', 'FI,23S', 'rRNA-intervening')",1
"('tail', 'sheath', 'protein', 'FI,23S')",1
"('Twinkle', 'homolog', 'protein', 'chloroplastic')",1
"('releases', 'amino', 'acids', 'sequentially')",1
"('ABC-type', 'oligopeptide', 'transport', 'system')",1
"('Acetyl-CoA', 'hydrolase/transferase', 'N-terminal', 'domain')",1
"('The', '2-keto-3-deoxygluconate', 'permease', 'transports')",1
"('acid', 'transport', 'protein', 'AroP')",1
"('Aromatic', 'amino', 'acid', 'transport')",1
"('amine', 'oxidase', 'domain', 'protein')",1
"('copper', 'amine', 'oxidase', 'domain')",1
"('PFAM', 'copper', 'amine', 'oxidase')",1
"('NOG11656', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG11656', 'non', 'supervised')",1
"('NOG31573', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG31573', 'non', 'supervised')",1
"('Class', 'III', 'signal', 'peptide')",1
"('PFAM', 'Class', 'III', 'signal')",1
"('Biopolymer', 'transport', 'protein', 'ExbD/TolR')",1
"('signal', 'peptide', 'peptidase', 'SppA')",1
"('subunit,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('small', 'subunit,4Fe-4S', 'iron', 'sulfur')",1
"('Terminase', 'small', 'subunit,4Fe-4S', 'iron')",1
"(',Phage', 'tail-collar', 'fibre', 'protein')",1
"('fold,4Fe-4S', 'single', 'cluster', 'domain')",1
"('PAS', 'fold,4Fe-4S', 'single', 'cluster')",1
"('multidrug', 'resistance', 'efflux', 'pump')",1
"('hydrogen', 'coupled', 'transport', 'system')",1
"('oligopeptide', 'transport', 'system', 'periplasmic')",1
"('fully', 'assembled', '30S', 'ribosomal')",1
"('zinc', 'D-Ala-D-Ala', 'carboxypeptidase', 'activity')",1
"('small', 'molecule', 'binding', ""domain,3'-to-5"")",1
"('protein', '1.45', 'SWALL', 'Q9T140')",1
"('1.45', 'protein', '1.45', 'SWALL')",1
"('phiYeO3-12', '1.45', 'protein', '1.45')",1
"('Bacteriophage', 'phiYeO3-12', '1.45', 'protein')",1
"('GIY-YIG', 'catalytic', 'domain', 'protein')",1
"('Salt-induced', 'outer', 'membrane', 'protein')",1
"('Glutathione', 'synthase', 'Ribosomal', 'protein')",1
"('Putative', 'amino', 'acid', 'metabolism')",1
"('ATP-dependent', 'AMP-binding', 'enzyme', 'family')",1
"('substrate', 'binding', 'domain', 'protein')",1
"('cytoplasmic', 'proteases', 'finish', 'degrading')",1
"('membrane-spanning', 'regulatory', 'substrate', 'protein')",1
"('The', 'membrane-spanning', 'regulatory', 'substrate')",1
"('Conjugal', 'transfer', 'protein', 'TraD')",1
"('conjugative', 'transfer', 'system', 'lipoprotein')",1
"('acyl-CoA', 'transferases', 'carnitine', 'dehydratase')",1
"('assembled', '30S', 'ribosomal', 'subunit')",1
"('ABC-type', 'phosphate', 'transport', 'system')",1
"('COG0226', 'ABC-type', 'phosphate', 'transport')",1
"('RecBCD,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('reductase', 'ferredoxin-like', 'half', 'domain')",1
"('conjugative', 'transfer', 'protein', 'TrbL')",1
"('P-type', 'conjugative', 'transfer', 'protein')",1
"('Probably', 'facilitates', 'sialidase-negative', 'bacteria')",1
"('Phage', 'P22-like', 'portal', 'protein')",1
"('Also', 'exhibits', '3-hydroxyacyl-CoA', 'epimerase')",1
"('transposase', 'IS116', 'IS110', 'IS902')",1
"('PFAM', 'transposase', 'IS116', 'IS110')",1
"('bacterial-type', 'flagellum-dependent', 'cell', 'motility')",1
"('helicase', 'superfamily', 'c-terminal', ""domain,5'-3"")",1
"('PFAM', 'AAA', 'ATPase', 'central')",1
"('regulatory', 'system', 'phoR', 'phoB')",1
"('phosphate', 'regulatory', 'system', 'phoR')",1
"('two-component', 'phosphate', 'regulatory', 'system')",1
"('Membrane-associated', 'histidine', 'protein', 'kinase')",1
"('Putative', 'Competence', 'protein', 'ComGF')",1
"('Phosphoenolpyruvate-dependent', 'sugar', 'phosphotransferase', 'system')",1
"('Threonine', 'synthase,4Fe-4S', 'binding', 'domain')",1
"('T=7', 'icosahedral', 'viral', 'capsid')",1
"('transport', 'system', 'periplasmic', 'component')",1
"('oxidoreductase', 'NADH', 'oxidase', 'family')",1
"('NADH', 'oxidase', 'family', 'protein')",1
"('Endonuclease,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('KAP', 'P-loop', 'domain', 'protein')",1
"('Nitrite/Sulfite', 'reductase', 'ferredoxin-like', 'half')",1
"('RNA', 'polymerase', 'activity,4Fe-4S', 'single')",1
"('DNA-directed', 'RNA', 'polymerase', 'activity,4Fe-4S')",1
"('Multi-copper', 'polyphenol', 'oxidoreductase', 'laccase')",1
"('Bacterial', 'dnaA', 'protein', ""helix-turn-helix,5'-3"")",1
"('Phage', 'Tail', 'Protein', ""X,5'-3"")",1
"('10.00,4Fe-4S', 'single', 'cluster', 'domain')",1
"('score', '10.00,4Fe-4S', 'single', 'cluster')",1
"('PFAM', 'KAP', 'P-loop', 'domain')",1
"('Iron-sulfur', 'cluster', 'binding', 'domain')",1
"('2,4Fe-4S', 'single', 'cluster', 'domain')",1
"('family', '2,4Fe-4S', 'single', 'cluster')",1
"('biosynthesis', 'family', '2,4Fe-4S', 'single')",1
"('thiamine', 'biosynthesis', 'family', '2,4Fe-4S')",1
"('non', 'supervised', 'orthologous', ""group,3'-5"")",1
"('Pilus', 'assembly', 'protein', 'PilX')",1
"('8.87,37-kD', 'nucleoid-associated', 'bacterial', 'protein')",1
"('score', '8.87,37-kD', 'nucleoid-associated', 'bacterial')",1
"('nicotinamide', 'riboside', 'transmembrane', 'transporter')",1
"('MobA-like', 'NTP', 'transferase', 'domain')",1
"('fold', 'nucleotide-binding', 'protein', 'involved')",1
"('Asp,4Fe-4S', 'single', 'cluster', 'domain')",1
"('COG4570', 'Holliday', 'junction', 'resolvase,3D')",1
"('TIGRFAM', 'sporulation', 'protein', 'YunB')",1
"('cell', 'proliferation', 'coordinating', 'protein')",1
"('assembly', 'cell', 'proliferation', 'coordinating')",1
"('wall', 'assembly', 'cell', 'proliferation')",1
"('Cell', 'wall', 'assembly', 'cell')",1
"('PFAM', 'Cell', 'wall', 'assembly')",1
"('tail', 'protein,23S', 'rRNA-intervening', 'sequence')",1
"('Phage', 'tail', 'protein,23S', 'rRNA-intervening')",1
"('PFAM', 'Phage', 'tail', 'protein,23S')",1
"('9.99,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('score', '9.99,23S', 'rRNA-intervening', 'sequence')",1
"('polymerase', 'III', 'delta', 'subunit')",1
"('DNA', 'polymerase', 'III', 'delta')",1
"('PA0796', 'bacteriophage', 'similarities', 'Found')",1
"('Paralog', 'group', 'containing', 'PA0028')",1
"('symporter', 'family,4Fe-4S', 'iron', 'sulfur')",1
"('neurotransmitter', 'symporter', 'family,4Fe-4S', 'iron')",1
"('C5-methyltransferase', 'family,23S', 'rRNA-intervening', 'sequence')",1
"('Holliday', 'junction', 'resolvase,3D', 'domain')",1
"('guanosine', 'tetraphosphate', 'metabolic', 'process')",1
"('Rossmann', 'fold', 'nucleotide-binding', 'protein')",1
"('lysine', 'biosynthetic', 'process', 'via')",1
"('amino', 'acid', 'carrier', 'protein,4Fe-4S')",1
"('Circularly', 'permuted', 'ATP-grasp', 'type')",1
"('helps', 'enforce', 'protein', 'L-homochirality')",1
"('rejects', 'L-amino', 'acids', 'rather')",1
"('cysteine-type', 'peptidase', 'activity,3D', 'domain')",1
"('intein', 'hint', 'domain', 'protein')",1
"('Hedgehog', 'intein', 'hint', 'domain')",1
"('SMART', 'Hedgehog', 'intein', 'hint')",1
"('membrane', 'assembly', 'lipoprotein', 'YfiO')",1
"('outer', 'membrane', 'assembly', 'lipoprotein')",1
"('CRISPR', 'associated', 'protein', 'Cas2')",1
"('Glycosyl', 'transferase', '4-like', 'domain')",1
"('phage', 'minor', 'capsid', ""protein,5'-3"")",1
"('TRAP-type', 'C4-dicarboxylate', 'transport', 'system')",1
"('COG1638', 'TRAP-type', 'C4-dicarboxylate', 'transport')",1
"('8.87,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('score', '8.87,23S', 'rRNA-intervening', 'sequence')",1
"('process', 'via', 'aminoadipic', 'acid')",1
"('biosynthetic', 'process', 'via', 'aminoadipic')",1
"('ribosomal', 'protein', 'uS2', 'family')",1
"('universal', 'ribosomal', 'protein', 'uS2')",1
"('like', 'protein,8-oxoguanine', 'DNA', 'glycosylase')",1
"('TTP,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('Phage', 'terminase', 'large', 'subunit,23S')",1
"('TIGRFAM', 'RNA', 'polymerase', 'sigma')",1
"('CheY-like', 'receiver', 'AAA-type', 'ATPase')",1
"('containing', 'CheY-like', 'receiver', 'AAA-type')",1
"('neurotransmitter', 'symporter', 'family,3D', 'domain')",1
"('COGs', 'COG3943', 'Virulence', 'protein')",1
"('Uncharacterised', 'nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",1
"('PFAM', 'Hemolysin-type', 'calcium-binding', 'region')",1
"('NOG29071', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG29071', 'non', 'supervised')",1
"('DNA', 'replication', 'origin', ""binding,5'-3"")",1
"('Thiamin', 'Synthesis', 'associated', 'domain')",1
"('Cell', 'wall-binding', 'repeat', 'protein')",1
"('RNA-DNA', 'hybrid', 'binding', 'protein')",1
"('RNA', 'RNA-DNA', 'hybrid', 'binding')",1
"('double-stranded', 'RNA', 'RNA-DNA', 'hybrid')",1
"('methyltransferase,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('DNA', 'methyltransferase,4Fe-4S', 'iron', 'sulfur')",1
"('adenine-specific', 'DNA', 'methyltransferase,4Fe-4S', 'iron')",1
"('terminase', 'large', 'subunit,23S', 'rRNA-intervening')",1
"('large', 'subunit,23S', 'rRNA-intervening', 'sequence')",1
"('subunit,23S', 'rRNA-intervening', 'sequence', 'protein')",1
"('transposase', 'activity,4Fe-4S', 'single', 'cluster')",1
"(',ABC', 'transporter', 'substrate-binding', 'protein')",1
"('DNA', 'primase', 'activity,4', 'iron')",1
"('assembly', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('fibre', 'assembly', 'protein,4Fe-4S', 'iron')",1
"('tail', 'fibre', 'assembly', 'protein,4Fe-4S')",1
"('molecular', 'weight', 'phosphatase', 'family')",1
"('Low', 'molecular', 'weight', 'phosphatase')",1
"('relaxed', 'tRNA', 'specificity', 'since')",1
"('COG', 'COG4845', 'Chloramphenicol', 'O-acetyltransferase')",1
"('MAP', 'kinase', 'kinase', 'kinase')",1
"('aldo', 'keto', 'reductase', 'family')",1
"('non', 'supervised', 'orthologous', ""group,5'-3"")",1
"('DNA', 'repair', 'protein,3D', 'domain')",1
"('Glycosyl', 'transferase', 'family', 'group')",1
"('derivatives,4Fe-4S', 'single', 'cluster', 'domain')",1
"('inactivated', 'derivatives,4Fe-4S', 'single', 'cluster')",1
"('mechanosensitive', 'ion', 'channel', 'activity')",1
"('DNA', 'clamp', 'loader', 'activity')",1
"('acid', 'carrier', 'protein,4Fe-4S', 'single')",1
"('carrier', 'protein,4Fe-4S', 'single', 'cluster')",1
"('bacterial', 'ribosomal', 'protein', 'bS21')",1
"('tape', 'measure', 'protein,4Fe-4S', 'iron')",1
"('LexA', 'DNA', 'binding', 'domain,3D')",1
"('Starch', 'synthase', 'catalytic', 'domain')",1
"('acetylglucosamine,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('UDP-N-', 'acetylglucosamine,4Fe-4S', 'iron', 'sulfur')",1
"('supervised', 'orthologous', 'group,3D', 'domain')",1
"('non', 'supervised', 'orthologous', 'group,3D')",1
"('system', 'Galactitol-specific', 'IIC', 'component')",1
"('decapping', 'enzyme', 'C-term', 'binding')",1
"('mRNA', 'decapping', 'enzyme', 'C-term')",1
"('Scavenger', 'mRNA', 'decapping', 'enzyme')",1
"('Orn', 'DAP', 'Arg', 'decarboxylase')",1
"('HPr', 'component', 'phosphorylation', 'site,5')",1
"('highly', 'electrophilic', 'allylic', 'isomer')",1
"('Terminase,4Fe-4S', 'single', 'cluster', 'domain')",1
"('domain', 'fusion', 'protein', 'YloV')",1
"(',DAK2', 'domain', 'fusion', 'protein')",1
"('Regulatory', 'phage', 'protein', 'cox,3')",1
"('NOG31286', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG31286', 'non', 'supervised')",1
"('DNA', 'binding', 'domain,3D', 'domain')",1
"('organizer', 'N-terminal', 'domain', 'protein,3D')",1
"('N-terminal', 'domain', 'protein,3D', 'domain')",1
"('fumarate', 'reductase', 'flavoprotein', 'subunit')",1
"('flavin', 'adenine', 'dinucleotide', 'binding,3')",1
"('Nucleotidyl', 'transferase', 'AbiEii', 'toxin')",1
"('FeS', 'assembly', 'ATPase', 'SufC')",1
"('SAM-like', 'domain,6-O-methylguanine', 'DNA', 'methyltransferase')",1
"('integrase', 'SAM-like', 'domain,6-O-methylguanine', 'DNA')",1
"('Phage', 'integrase', 'SAM-like', 'domain,6-O-methylguanine')",1
"('transporter,4Fe-4S', 'iron', 'sulfur', 'cluster')",1
"('Formate/nitrite', 'transporter,4Fe-4S', 'iron', 'sulfur')",1
"('dehydrogenase', 'fumarate', 'reductase', 'flavoprotein')",1
"('Highly', 'conserved', 'protein', 'containing')",1
"('COG1053', 'Succinate', 'dehydrogenase', 'fumarate')",1
"('IstB-like', 'ATP', 'binding', ""protein,3'-to-5"")",1
"('tail', 'protein,3D', 'domain', 'protein')",1
"('Phage', 'tail', 'protein,3D', 'domain')",1
"('COG', 'COG4824', 'Phage-related', 'holin')",1
"('transporter,4Fe-4S', 'single', 'cluster', 'domain')",1
"('QueT', 'transporter,4Fe-4S', 'single', 'cluster')",1
"('PFAM', 'Formylglycine-generating', 'sulfatase', 'enzyme,2-')",1
"('measure', 'protein,4Fe-4S', 'iron', 'sulfur')",1
"('tail', 'tape', 'measure', 'protein,4Fe-4S')",1
"('ribosomal', 'protein', 'bS21', 'family')",1
"('inactivated', 'derivatives', 'IS5', 'family')",1
"('TIGRFAM', 'looped-hinge', 'helix', 'DNA')",1
"('score', '8.87,4Fe-4S', 'binding', 'domain')",1
"('nuclease', 'subunit', 'A,3D', 'domain')",1
"('helicase', 'nuclease', 'subunit', 'A,3D')",1
"('Flagellar', 'assembly', 'protein', 'FliH')",1
"('biogenesis', 'protein', 'transmembrane', 'region')",1
"('binding', 'protein', 'family,3D', 'domain')",1
"('Single-strand', 'binding', 'protein', 'family,3D')",1
"('zinc', 'finger', 'CHC2-family', 'protein')",1
"('PFAM', 'zinc', 'finger', 'CHC2-family')",1
"('Clp', 'protease,8-oxoguanine', 'DNA', 'glycosylase')",1
"('double-stranded', 'unmethylated', 'sequence', 'GATC')",1
"('TniB', 'protein,3D', 'domain', 'protein')",1
"('Bacterial', 'TniB', 'protein,3D', 'domain')",1
"('ParB-like', 'nuclease', 'domain,2-hydroxyglutaryl-CoA', 'dehydratase')",1
"('Helicase', 'conserved', 'C-terminal', ""domain,3'-5"")",1
"('PFAM', 'pentapeptide', 'repeat', 'protein')",1
"('COG0601', 'ABC-type', 'dipeptide', 'oligopeptide')",1
"('Transporter', 'major', 'facilitator', 'family')",1
"('Putative', 'aromatic', 'acid', 'exporter')",1
"('aromatic', 'acid', 'exporter', 'C-terminal')",1
"('acid', 'exporter', 'C-terminal', 'domain')",1
"('COG0846', 'NAD-dependent', 'protein', 'deacetylases')",1
"('protein', 'substrates', 'subsequently', 'hydrolyzed')",1
"('Serine', 'dehydratase', 'beta', 'chain')",1
"('NOG07892', 'non', 'supervised', 'orthologous')",1
"('COG', 'NOG07892', 'non', 'supervised')",1
"('SusD', 'family,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",1
"('phosphate', 'biosynthetic', 'protein', 'PdxA')",1
