trigram,freq
"('RecF', 'binds', 'preferentially')",4
"('COG', 'COG0671', 'Membrane-associated')",4
"('COG0671', 'Membrane-associated', 'phospholipid')",4
"('HOMOLOGY', 'BIO14.03', 'Phage')",4
"('BIO14.03', 'Phage', 'related')",4
"('Phage', 'related', 'functions')",4
"('Putative', 'polysaccharide', 'deacetylase')",4
"('IS116', 'IS110', 'IS902')",4
"('PFAM', 'Tail', 'Collar')",4
"('aminoacyl-tRNA', 'ligase', 'activity')",4
"('dihydrofolate', 'reductase', 'activity')",4
"('alpha-glucan', 'biosynthetic', 'pathway')",4
"('branched', 'alpha-glucan', 'biosynthetic')",4
"('uses', 'maltose', '1-phosphate')",4
"('incoming', 'sugar', 'substrates')",4
"('sugar', 'substrates', 'concomitantly')",4
"('assembly', 'protein', 'CpaB')",4
"('Uridine', 'kinase', 'family')",4
"('Tail', 'Collar', 'domain')",4
"('cyclase', 'catalytic', 'domain')",4
"('decarboxylase', 'beta', 'subunit')",4
"('Guanylate', 'cyclase', 'catalytic')",4
"('UvrB', 'subunits', 'scans')",4
"('UvrA', 'molecules', 'dissociate')",4
"('Collar', 'domain', 'protein')",4
"('regulator', 'containing', 'CheY-like')",4
"('cysteine', 'synthase', 'cystathionine')",4
"('30S', 'rRNA', 'precursor')",4
"('DnaB', 'onto', 'DNA')",4
"('Putative', 'molybdenum', 'carrier')",4
"('long-chain', 'fatty', 'acid')",4
"('family', 'protein', 'VC2772')",4
"('Peptidase', 'U35', 'phage')",4
"('U35', 'phage', 'prohead')",4
"('fatty', 'acid', 'transport')",4
"('regulate', 'differing', 'processes')",4
"('precursor', 'transcript', 'even')",4
"('NOG13853', 'non', 'supervised')",4
"('helicase', 'DnaB', 'onto')",4
"('biosynthesis', 'protein', 'PurH')",4
"('hypothetical', 'protein', 'BR0599')",4
"('replicative', 'helicase', 'DnaB')",4
"('phage', 'prohead', 'HK97')",4
"('D82035', 'ParB', 'family')",4
"('pir', 'D82035', 'ParB')",4
"('adenosine', ""5'-monophosphoramidase"", 'activity')",4
"('23S', 'rRNA', 'precursor')",4
"('Also', 'synthesizes', 'adenosylcobalamin')",4
"('prophage', 'protein', 'gp36')",4
"('NOG34759', 'non', 'supervised')",4
"('PARTITIONING', 'PROTEIN', 'PARB')",4
"('CHROMOSOME', 'PARTITIONING', 'PROTEIN')",4
"('Dyp-type', 'peroxidase', 'family')",4
"('Processes', '30S', 'rRNA')",4
"('synthesizes', 'adenosylcobalamin', ""5'-phosphate"")",4
"('second', 'messenger', 'used')",4
"('arrested', 'nascent', 'DNA')",4
"('COG4387', 'Mu-like', 'prophage')",4
"('rRNA', 'precursor', 'transcript')",4
"('hypermodified', 'base', 'found')",4
"('11280351', 'pir', 'D82035')",4
"('reaction', 'takes', 'place')",4
"('protein', 'VC2772', 'imported')",4
"('family', 'protein', 'Vibrio')",4
"('2-C-methyl-', 'D-erythritol', '4-phosphate')",4
"('Phage', 'conserved', 'hypothetical')",4
"('lactose', 'operon', 'repressor')",4
"('amino', 'donor', 'S-adenosylmethioninamine')",4
"('_helix', 'lactose', 'operon')",4
"('ribosomal', 'subunit', 'biogenesis')",4
"('helix_turn', '_helix', 'lactose')",4
"('subunit', 'ChlI', 'C-terminal')",4
"('purine', 'biosynthesis', 'protein')",4
"('2-C-methyl-D-erythritol', '2,4-', 'cyclodiphosphate')",4
"('Replication', 'initiation', 'factor')",4
"('cell', 'cycle', 'regulation')",4
"('correctly', 'charged', 'Asn-tRNA')",4
"('sigma', 'factor', 'antagonist')",4
"('factor', 'antagonist', 'activity')",4
"('16S', 'rRNA', 'processing')",4
"('rapid', 'nucleotide', 'exchange')",4
"('PFAM', 'Ferredoxin', 'thioredoxin')",4
"('DnaJ', 'central', 'domain')",4
"('TrkA', 'C-terminal', 'domain')",4
"('COGs', 'COG4387', 'Mu-like')",4
"('nascent', 'DNA', 'chain')",4
"('Nucleotidyltransferase', 'substrate', 'binding')",4
"('Bifunctional', 'purine', 'biosynthesis')",4
"('PFAM', 'metal-dependent', 'phosphohydrolase')",4
"('conserved', 'hypothetical', 'protein')",4
"('major', 'replicative', 'helicase')",4
"('protein', 'Vibrio', 'cholerae')",4
"('misacylated', 'Asp-', 'tRNA')",4
"('COG', 'NOG13853', 'non')",4
"('The', 'reaction', 'takes')",4
"('RibD', 'C-terminal', 'domain')",4
"('Phe-tRNA', 'synthetase', 'alpha')",3
"('TerB', 'N-terminal', 'domain')",3
"('alpha', 'subunit', 'type')",3
"('preformed', 'base', 'xanthine')",3
"('Intron-encoded', 'nuclease', 'repeat')",3
"('Divergent', 'AAA', 'domain')",3
"('Overexpression', 'causes', 'cleavage')",3
"('BNR', 'repeat-like', 'domain')",3
"('translation', 'complex', 'induces')",3
"('complex', 'induces', 'mRNA')",3
"('induces', 'mRNA', 'cleavage')",3
"('Super-infection', 'exclusion', 'protein')",3
"('dTDP-glucose', 'dehydratase', 'subfamily')",3
"('Competence', 'protein', 'ComGF')",3
"('COG0424', 'Nucleotide-binding', 'protein')",3
"('Nucleotide-binding', 'protein', 'implicated')",3
"('NOG16623', 'non', 'supervised')",3
"('COG', 'NOG16623', 'non')",3
"('nucleic', 'acid', 'breakdown')",3
"('unknown', 'function', 'DUF134')",3
"('repair', 'protein', 'RecF')",3
"('domain,23S', 'rRNA-intervening', 'sequence')",3
"('tube', 'protein', 'family')",3
"('dependent', 'epimerase/dehydratase', 'family')",3
"('NAD', 'dependent', 'epimerase/dehydratase')",3
"('MecI', 'CopY', 'family')",3
"('OMP', 'decarboxylase', 'family')",3
"('BlaI', 'MecI', 'CopY')",3
"('Winged', 'helix', 'DNA-binding')",3
"('helix', 'DNA-binding', 'domain')",3
"('Phage', 'tail', 'fibre')",3
"('tail', 'fibre', 'adhesin')",3
"('5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",3
"('shows', 'GTPase', 'activity')",3
"('new', 'cell', 'wall')",3
"('cell', 'division', 'proteins')",3
"('ring', 'assembly', 'controls')",3
"('cell', 'division', 'site')",3
"('future', 'cell', 'division')",3
"('contractile', 'ring', 'structure')",3
"('Essential', 'cell', 'division')",3
"('fibre', 'adhesin', 'Gp38')",3
"('Septum', 'formation', 'initiator')",3
"('COG', 'NOG28036', 'non')",3
"('NOG28036', 'non', 'supervised')",3
"('modified', 'base', 'found')",3
"('Periplasmic', 'copper-binding', 'protein')",3
"('C5-C6', 'double', 'bond')",3
"('substrate-binding', 'family', 'protein')",3
"('Nucleotidyltransferase', 'substrate-binding', 'family')",3
"('Adenylosuccinate', 'lyase', 'subfamily')",3
"('The', 'alpha', 'subunit')",3
"('regulatory', 'protein', 'rha')",3
"('PFAM', 'IS66', 'Orf2')",3
"('phage', 'tail', 'tape-measure')",3
"('Lambda', 'phage', 'tail')",3
"('FeS', 'assembly', 'protein')",3
"('COG', 'NOG27649', 'non')",3
"('NOG27649', 'non', 'supervised')",3
"('reversible', 'aldol', 'reaction')",3
"('generate', '2-deoxy-', 'D-ribose')",3
"('2-deoxy-', 'D-ribose', '5-phosphate')",3
"('beta', 'sliding', 'clamp')",3
"('Open', 'Reading', 'Frame')",3
"('Unlike', 'classic', 'ABC')",3
"('classic', 'ABC', 'transporters')",3
"('Conserved', 'Open', 'Reading')",3
"('Phage', 'Conserved', 'Open')",3
"('ECF', 'transporter', 'provides')",3
"('Phage', 'shock', 'protein')",3
"('replication', 'origin', 'binding')",3
"('COG', 'NOG34358', 'non')",3
"('NOG34358', 'non', 'supervised')",3
"('tail', 'tape-measure', 'protein')",3
"('adenosylhomocysteine', 'nucleosidase', 'activity')",3
"('either', 'pyridoxine', ""5'-"")",3
"('glutamine-', 'binding', 'beta')",3
"('Orotidine', ""5'-phosphate"", 'decarboxylase')",3
"('Chitobiase/beta-hexosaminidase', 'C-terminal', 'domain')",3
"('nitric', 'oxide', 'reductase')",3
"('Major', 'facilitator', 'superfamily')",3
"('COG', 'COG3119', 'Arylsulfatase')",3
"('Phosphate', 'starvation-inducible', 'protein')",3
"('UPF0056', 'membrane', 'protein')",3
"('IlvD', 'Edd', 'family')",3
"('function', 'transcriptional', 'attenuator')",3
"('transcriptional', 'attenuator', 'common')",3
"('attenuator', 'common', 'domain')",3
"('required', '8-carbon', 'sugar')",3
"('Leucine', 'carboxyl', 'methyltransferase')",3
"('enzyme', 'utilizes', 'acyl-ACP')",3
"('NOG31012', 'non', 'supervised')",3
"('COG', 'NOG31012', 'non')",3
"('synthesize', 'anthranilate', 'directly')",3
"('large', 'alpha', 'subunit')",3
"('binding', 'beta', 'subunit')",3
"('bactoprenol-linked', 'glucose', 'across')",3
"('domain,4Fe-4S', 'iron', 'sulfur')",3
"('FtsI', 'penicillin-binding', 'protein')",3
"('protein', 'FtsI', 'penicillin-binding')",3
"('StbA', 'family', 'protein')",3
"('PFAM', 'StbA', 'family')",3
"('III', 'subunit', 'theta')",3
"('synthase', 'related', 'protein')",3
"('ABC', 'transporter', 'permease')",3
"('sequential', 'NAD-dependent', 'oxidations')",3
"('COG4974', 'Site-specific', 'recombinase')",3
"('N-terminal', 'amino', 'acid')",3
"('unfolded', 'protein', 'binding')",3
"('beta', 'propeller', 'domain')",3
"('Catalytic', 'beta', 'propeller')",3
"('NOG27661', 'non', 'supervised')",3
"('COG', 'NOG27661', 'non')",3
"('N-6', 'domain', 'protein')",3
"('PFAM', 'Glycosyl', 'transferase')",3
"('N-4', 'N-6', 'domain')",3
"('Sodium/calcium', 'exchanger', 'protein')",3
"('Transcriptional', 'regulator', 'DsbA')",3
"('pyridoxine', ""5'-"", 'phosphate')",3
"('Ribosomal', 'protein', 'S9/S16')",3
"('peptidase', 'S24', 'family')",3
"('Transposon-encoded', 'protein', 'TnpV')",3
"('multiple', 'antibiotic', 'resistance')",3
"('division', 'protein', 'FtsI')",3
"('signal', 'recognition', 'particle')",3
"('chain', 'like', 'domain')",3
"('alpha', 'chain', 'like')",3
"('polymerase', 'alpha', 'chain')",3
"('helix_turn_helix', 'multiple', 'antibiotic')",3
"('DNA', 'polymerase', 'alpha')",3
"('surface', 'protein', 'transpeptidase')",3
"('RelB', 'toxin-antitoxin', 'system')",3
"('ATPase', 'PulE', 'Tfp')",3
"('COG4733', 'Phage-related', 'protein')",3
"('AIR', 'synthase', 'related')",3
"('Zinc', 'ribbon', 'domain')",3
"('termination', 'codons', 'UAG')",3
"('The', 'catalytic', 'sites')",3
"('cell', 'adhesion', 'involved')",3
"('pilus', 'assembly', 'pathway')",3
"('PulE', 'Tfp', 'pilus')",3
"('Site-specific', 'recombinase', 'XerD')",3
"('aromatic', 'amino', 'acid')",3
"('YadA-like', 'membrane', 'anchor')",3
"('beta', 'domain', 'protein')",3
"('transport', 'system', 'involved')",3
"('multi-copper', 'enzyme', 'maturation')",3
"('enzyme', 'maturation', 'permease')",3
"('one', 'UvrB', 'monomer')",3
"('around', 'one', 'UvrB')",3
"('wraps', 'around', 'one')",3
"('maturation', 'permease', 'component')",3
"('site-specific', 'restriction-modification', 'system')",3
"('alpha', 'beta', 'domain')",3
"('probably', 'causes', 'local')",3
"('Putative', 'Fe-S', 'cluster')",3
"('beta', 'subunit', 'family')",3
"('phenylalanyl-tRNA', 'synthetase', 'beta')",3
"('binding', 'protein', 'domain')",3
"('Glycosyl', 'transferase', '4-like')",3
"('polar', 'amino', 'acid')",3
"('Sec', 'translocase', 'complex')",3
"('The', 'first', 'step')",3
"('ABC-type', 'transport', 'system')",3
"('causes', 'local', 'melting')",3
"('Methyl-accepting', 'chemotaxis-like', 'domains')",3
"('AlwI', 'restriction', 'endonuclease')",3
"('facilitator', 'family', 'protein')",3
"('major', 'facilitator', 'family')",3
"('mediates', 'carbon', 'catabolite')",3
"('second', 'additional', 'domain')",3
"('DNA', 'circulation', 'protein')",3
"('carbon', 'catabolite', 'repression')",3
"('regulates', 'PTS-catalyzed', 'carbohydrate')",3
"('PTS-catalyzed', 'carbohydrate', 'uptake')",3
"('UvrB-DNA', 'preincision', 'complex')",3
"('Then', 'UvrB', 'probes')",3
"('UvrA', 'subunits', 'dissociate')",3
"('N-acetylglucosaminylinositol', 'deacetylase', 'activity')",3
"('Conjugative', 'transposon', 'TraK')",3
"('COG', 'COG1674', 'DNA')",3
"('transposon', 'TraK', 'protein')",3
"('one', 'DNA', 'strand')",3
"('probes', 'one', 'DNA')",3
"('UvrB', 'probes', 'one')",3
"('chemotaxis', 'sensory', 'transducer')",3
"('Inner', 'membrane', 'component')",3
"('metabolisable', 'carbon', 'sources')",3
"('substrate-binding', 'protein', 'PnrA-like')",3
"('dipeptide', 'oligopeptide', 'nickel')",3
"('ABC-type', 'dipeptide', 'oligopeptide')",3
"('form', '1-pyrroline-5-', 'carboxylate')",3
"('glutamate', 'synthase', 'beta')",3
"('NADPH-dependent', 'glutamate', 'synthase')",3
"('PFAM', 'NLP', 'P60')",3
"('COG0493', 'NADPH-dependent', 'glutamate')",3
"('COGs', 'COG0389', 'Nucleotidyltransferase')",3
"('sporulation', 'protein', 'YqfD')",3
"('transport', 'systems', 'inner')",3
"('transcription', 'factor', 'binding')",3
"('activating', 'transcription', 'factor')",3
"('COG0389', 'Nucleotidyltransferase', 'DNA')",3
"('amino', 'acid', 'ATP-binding')",3
"('ATP-binding', 'cassette', 'transporter')",3
"('outer', 'membrane', 'lipoprotein')",3
"('Putative', 'viral', 'replication')",3
"('viral', 'replication', 'protein')",3
"('systems', 'inner', 'membrane')",3
"('binding-protein-dependent', 'transport', 'systems')",3
"('mechanosensitive', 'ion', 'channel')",3
"('Glucosamine-6-phosphate', 'isomerase', 'deaminase')",3
"('L-2-amino-thiazoline-4-carboxylic', 'acid', 'hydrolase')",3
"('The', 'product', 'spontaneously')",3
"('product', 'spontaneously', 'undergoes')",3
"('Aminoacyl-tRNA', 'editing', 'domain')",3
"('PFAM', 'glycosyl', 'transferase')",3
"('protein', 'secretion', 'system')",3
"('WXG100', 'protein', 'secretion')",3
"('T4-like', 'phage', 'nuclear')",3
"('Pyridoxal-phosphate', 'dependent', 'enzyme')",3
"('oligopeptide', 'nickel', 'transport')",3
"('6-phosphogluconolactonase', 'Glucosamine-6-phosphate', 'isomerase')",3
"('COG0363', '6-phosphogluconolactonase', 'Glucosamine-6-phosphate')",3
"('phage', 'nuclear', 'disruption')",3
"('nuclear', 'disruption', 'protein')",3
"('Phage', 'replication', 'protein')",3
"('replication', 'protein', 'CRI')",3
"('protein', 'N-terminal', 'domain')",3
"('spontaneously', 'undergoes', 'cyclization')",3
"('COG0462', 'Phosphoribosylpyrophosphate', 'synthetase')",3
"('NOL1', 'NOP2', 'sun')",3
"('membrane', 'anchor', 'domain')",3
"('Peptidase', 'family', 'M41')",3
"('molecular', 'weight', 'phosphotyrosine')",3
"('biosynthesis', 'protein', 'ThiF')",3
"('Thiamine', 'biosynthesis', 'protein')",3
"('branched', 'duplex', 'DNA')",3
"('Glycoside', 'hydrolase', 'family')",3
"('tyrosine', 'phosphatase', 'activity')",3
"('protein', 'tyrosine', 'phosphatase')",3
"('acetolactate', 'synthase', 'large')",3
"('vancomycin', 'resistance', 'protein')",3
"('phosphotyrosine', 'protein', 'phosphatase')",3
"('TatD', 'related', 'DNase')",3
"('DNA', 'binding,3D', 'domain')",3
"('TMS', 'phage', 'holin')",3
"('HpcH', 'HpaI', 'aldolase')",3
"('HpaI', 'aldolase', 'family')",3
"('exchanger', 'family', 'protein')",3
"(',3D', 'domain', 'protein')",3
"('Unwinds', 'branched', 'duplex')",3
"('weight', 'phosphotyrosine', 'protein')",3
"('C-6', 'proR', 'hydrogen')",3
"('slow', 'GTP', 'hydrolysis')",3
"('amino', 'acid', 'biosynthesis')",3
"('Integral', 'membrane', 'protein')",3
"('Antibiotic', 'biosynthesis', 'monooxygenase')",3
"('aromatic', 'ring', 'system')",3
"('second', 'double', 'bond')",3
"('two', 'successive', 'reactions')",3
"('NQR', 'complex', 'catalyzes')",3
"('This', 'gene', 'contains')",3
"('This', 'reaction', 'introduces')",3
"('Hsp20/alpha', 'crystallin', 'family')",3
"('Synthesizes', 'alpha-1,4-glucan', 'chains')",3
"('Converts', 'cobyric', 'acid')",3
"('cation', 'diffusion', 'facilitator')",3
"('PFAM', 'Phage', 'head-tail')",3
"('three', 'terminal', 'pathways')",3
"('branch', 'point', 'compound')",3
"('score,4Fe-4S', 'single', 'cluster')",3
"('chains', 'using', 'ADP-glucose')",3
"('alpha-1,4-glucan', 'chains', 'using')",3
"('Tail', 'assembly', 'protein')",3
"('catalyzes', 'slow', 'GTP')",3
"('rapidly', 'metabolisable', 'carbon')",3
"('positive', 'net', 'charge')",3
"('hydroxylamine', 'reductase', 'activity')",3
"('NOG18757', 'non', 'supervised')",3
"('pyrophosphate-', 'dependent', 'phosphorylation')",3
"('process', 'Holliday', 'junction')",3
"('Recombination', 'protein', 'BET')",3
"('DNA', 'mimic', 'ocr')",3
"('ion', 'channel', 'L-glutamate-')",3
"('Helps', 'process', 'Holliday')",3
"('LPG', 'synthesis', 'contributes')",3
"('bond', 'corrector', 'protein')",3
"('cationic', 'antimicrobial', 'peptides')",3
"('Ligated', 'ion', 'channel')",3
"('specific', 'serine', 'residue')",3
"('NOP2', 'sun', 'family')",3
"('inorganic', 'phosphate-dependent', 'dephosphorylation')",3
"('The', 'two', 'antagonistic')",3
"('two', 'antagonistic', 'activities')",3
"('several', 'intracellular', 'metabolites')",3
"('Disulphide', 'bond', 'corrector')",3
"('corrector', 'protein', 'DsbC')",3
"('Circularly', 'permuted', 'GTPase')",3
"('TRAP', 'transporter', 'solute')",3
"('Helps', 'release', 'RbfA')",3
"('late', 'maturation', 'steps')",3
"('unwinding', 'activity', 'characteristic')",3
"('transpeptidase', 'domain', 'protein')",3
"('DNA', 'unwinding', 'activity')",3
"('membrane', 'protein', 'yagU')",3
"('Inner', 'membrane', 'protein')",3
"('transporter', 'solute', 'receptor')",3
"('hub', 'distal', 'subunit')",3
"('Staphylococcal', 'nuclease', 'homologue')",3
"('Baseplate', 'hub', 'distal')",3
"('catalyzing', 'branch', 'migration')",3
"('TIGRFAM', 'nucleotidyltransferase', 'substrate')",3
"('nucleotidyltransferase', 'substrate', 'binding')",3
"('misacylated', 'tRNA', 'L-seryl-tRNA')",3
"('UDP-N-acetylglucosamine', '2-epimerase', 'family')",3
"('Dihydrodipicolinate', 'synthetase', 'family')",3
"('COG', 'NOG18757', 'non')",3
"('COG2885', 'Outer', 'membrane')",3
"('acid', 'ATP-binding', 'cassette')",3
"('DNA', 'packaging', 'enzyme')",3
"('protein', 'E,3D', 'domain')",3
"('membrane', 'spanning', 'protein')",3
"('domain,4Fe-4S', 'single', 'cluster')",3
"('RNA', 'pseudouridylate', 'synthase')",3
"('PFAM', 'extracellular', 'solute-binding')",3
"('spanning', 'protein', 'TolA')",3
"('protein', 'TolA', 'K03646')",3
"('cellular', 'NADH', 'NAD')",3
"('solute-binding', 'protein', 'family')",3
"('High', 'frequency', 'lysogenization')",3
"('frequency', 'lysogenization', 'protein')",3
"('lysogenization', 'protein', 'hflD')",3
"('alpha/beta/alpha', 'domain', 'III')",3
"('ParB-like', 'nuclease', ""domain,3'-to-5"")",3
"('protein', 'hflD', 'homolog')",3
"('XRE-family', 'like', 'proteins,3D')",3
"('like', 'proteins,3D', 'domain')",3
"('carboxylic', 'ester', 'hydrolase')",3
"(""3'-terminal"", 'unsaturated', 'sugar')",3
"('AP-lyase', 'activity', 'cleaves')",3
"('The', 'AP-lyase', 'activity')",3
"('COG4626', 'Phage', 'terminase-like')",3
"('DnaJ-class', 'molecular', 'chaperone')",3
"('form', 'lysophosphatidic', 'acid')",3
"('COG', 'NOG26858', 'non')",3
"('enzyme', 'utilizes', 'acyl-phosphate')",3
"('peptidase', 'S1B', 'family')",3
"('C-acetyltransferase', 'glycine', 'radical')",3
"('Bifunctional', 'PLP-dependent', 'enzyme')",3
"('maltose', 'regulon', 'repressor')",3
"('starvation', 'protein', 'PhoH')",3
"('transferring', 'acyl', 'groups')",3
"('Phosphate', 'starvation', 'protein')",3
"('COGs', 'COG0675', 'Transposase')",3
"('Ppx/GppA', 'phosphatase', 'family')",3
"('Phage', 'DNA', 'packaging')",3
"('Motif', 'Domain', 'Protein')",3
"('Large', 'exoproteins', 'involved')",3
"('COG3210', 'Large', 'exoproteins')",3
"('COG', 'COG3210', 'Large')",3
"('regulon', 'repressor', 'activities')",3
"('SEC-C', 'Motif', 'Domain')",3
"('packaging', 'protein', 'Nu1')",3
"('Phage', 'transcriptional', 'regulator')",3
"('COG0187', 'Type', 'IIA')",3
"('capsid', 'protein', 'E,3D')",3
"('COG2204', 'Response', 'regulator')",3
"('COG0463', 'Glycosyltransferases', 'involved')",3
"('branched-chain', 'amino', 'acids')",3
"('PFAM', 'peptidase', 'S24')",3
"('cellulose', '1,4-beta-cellobiosidase', 'activity,4Fe-4S')",3
"('releases', 'various', 'damaged')",3
"('Gram-negative', 'bacterial', 'TonB')",3
"('bacterial', 'TonB', 'protein')",3
"('kDa', 'subunit', 'family')",3
"('116', 'kDa', 'subunit')",3
"('TonB', 'protein', 'C-terminal')",3
"('resistance', 'protein', 'AbiGi')",3
"('PFAM', 'UvrD', 'REP')",3
"('Phosphate', 'transporter', 'family')",3
"('UvrD', 'REP', 'helicase')",3
"('V-ATPase', '116', 'kDa')",3
"('sn-', 'glycerol', '3-phosphate')",3
"('yield', 'sn-', 'glycerol')",3
"('phage', 'resistance', 'protein')",3
"('IS110', 'IS902', 'family')",3
"('leader', 'peptidase', 'family')",3
"('abortive', 'phage', 'resistance')",3
"('activity', 'releases', 'various')",3
"('N-glycosylase', 'activity', 'releases')",3
"('Putative', 'abortive', 'phage')",3
"('The', 'DNA', 'N-glycosylase')",3
"('TonB', 'dependent', 'receptor')",3
"('COG', 'NOG34759', 'non')",3
"('assembly', 'protein', 'SufB')",3
"('protein', 'catabolic', 'process')",3
